aar;fylke_nr_navn;kommune_nr_navn;stoenadsomraade_gruppe;kapittel;stoenadsomraade;utbetalt_mill_kr;oppdatert_dato
2016;08 Telemark;0821 Bø;Arbeidsliv og sykdom;0634;Tiltakspenger;1,21;24102018
2016;08 Telemark;0821 Bø;Arbeidsliv og sykdom;2541;Dagpenger;10,95;24102018
2016;08 Telemark;0821 Bø;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;6,05;24102018
2016;08 Telemark;0821 Bø;Arbeidsliv og sykdom;2650;Sykepenger;41,73;24102018
2016;08 Telemark;0821 Bø;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;43,60;24102018
2016;08 Telemark;0821 Bø;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;109,65;24102018
2016;08 Telemark;0821 Bø;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,60;24102018
2016;08 Telemark;0821 Bø;Barn og foreldre;0844;Kontantstøtte;1,97;24102018
2016;08 Telemark;0821 Bø;Barn og foreldre;0845;Barnetrygd;16,93;24102018
2016;08 Telemark;0821 Bø;Barn og foreldre;2530;Foreldrepenger;20,80;24102018
2016;08 Telemark;0821 Bø;Pensjoner;0660;Krigspensjon;0,21;24102018
2016;08 Telemark;0821 Bø;Pensjoner;0667;Supplerende stønad;0,22;24102018
2016;08 Telemark;0821 Bø;Pensjoner;2670;Alderspensjon;243,73;24102018
2016;08 Telemark;0821 Bø;Pensjoner;2680;Ytelser til gjenlevende;2,12;24102018
2016;08 Telemark;0821 Bø;Øvrig;2661;Grunn- og hjelpestønad;4,35;24102018
2016;08 Telemark;0822 Sauherad;Arbeidsliv og sykdom;0634;Tiltakspenger;0,78;24102018
2016;08 Telemark;0822 Sauherad;Arbeidsliv og sykdom;2541;Dagpenger;9,58;24102018
2016;08 Telemark;0822 Sauherad;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;1,93;24102018
2016;08 Telemark;0822 Sauherad;Arbeidsliv og sykdom;2650;Sykepenger;34,01;24102018
2016;08 Telemark;0822 Sauherad;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;35,14;24102018
2016;08 Telemark;0822 Sauherad;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;99,26;24102018
2016;08 Telemark;0822 Sauherad;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,31;24102018
2016;08 Telemark;0822 Sauherad;Barn og foreldre;0844;Kontantstøtte;1,16;24102018
2016;08 Telemark;0822 Sauherad;Barn og foreldre;0845;Barnetrygd;11,10;24102018
2016;08 Telemark;0822 Sauherad;Barn og foreldre;2530;Foreldrepenger;10,84;24102018
2016;08 Telemark;0822 Sauherad;Pensjoner;0660;Krigspensjon;0,26;24102018
2016;08 Telemark;0822 Sauherad;Pensjoner;2670;Alderspensjon;192,11;24102018
2016;08 Telemark;0822 Sauherad;Pensjoner;2680;Ytelser til gjenlevende;1,05;24102018
2016;08 Telemark;0822 Sauherad;Øvrig;2661;Grunn- og hjelpestønad;2,80;24102018
2016;08 Telemark;0826 Tinn;Arbeidsliv og sykdom;0634;Tiltakspenger;0,60;24102018
2016;08 Telemark;0826 Tinn;Arbeidsliv og sykdom;2541;Dagpenger;9,54;24102018
2016;08 Telemark;0826 Tinn;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;3,18;24102018
2016;08 Telemark;0826 Tinn;Arbeidsliv og sykdom;2650;Sykepenger;39,60;24102018
2016;08 Telemark;0826 Tinn;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;23,89;24102018
2016;08 Telemark;0826 Tinn;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;137,22;24102018
2016;08 Telemark;0826 Tinn;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,35;24102018
2016;08 Telemark;0826 Tinn;Barn og foreldre;0844;Kontantstøtte;0,90;24102018
2016;08 Telemark;0826 Tinn;Barn og foreldre;0845;Barnetrygd;15,42;24102018
2016;08 Telemark;0826 Tinn;Barn og foreldre;2530;Foreldrepenger;12,28;24102018
2016;08 Telemark;0826 Tinn;Pensjoner;0660;Krigspensjon;0,29;24102018
2016;08 Telemark;0826 Tinn;Pensjoner;0667;Supplerende stønad;0,17;24102018
2016;08 Telemark;0826 Tinn;Pensjoner;2670;Alderspensjon;288,78;24102018
2016;08 Telemark;0826 Tinn;Pensjoner;2680;Ytelser til gjenlevende;2,39;24102018
2016;08 Telemark;0826 Tinn;Øvrig;2661;Grunn- og hjelpestønad;4,12;24102018
2016;08 Telemark;0827 Hjartdal;Arbeidsliv og sykdom;0634;Tiltakspenger;0,14;24102018
2016;08 Telemark;0827 Hjartdal;Arbeidsliv og sykdom;2541;Dagpenger;2,33;24102018
2016;08 Telemark;0827 Hjartdal;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,61;24102018
2016;08 Telemark;0827 Hjartdal;Arbeidsliv og sykdom;2650;Sykepenger;11,25;24102018
2016;08 Telemark;0827 Hjartdal;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;10,19;24102018
2016;08 Telemark;0827 Hjartdal;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;31,87;24102018
2016;08 Telemark;0827 Hjartdal;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,08;24102018
2016;08 Telemark;0827 Hjartdal;Barn og foreldre;0844;Kontantstøtte;0,51;24102018
2016;08 Telemark;0827 Hjartdal;Barn og foreldre;0845;Barnetrygd;3,94;24102018
2016;08 Telemark;0827 Hjartdal;Barn og foreldre;2530;Foreldrepenger;3,78;24102018
2016;08 Telemark;0827 Hjartdal;Pensjoner;0667;Supplerende stønad;0,07;24102018
2016;08 Telemark;0827 Hjartdal;Pensjoner;2670;Alderspensjon;80,17;24102018
2016;08 Telemark;0827 Hjartdal;Pensjoner;2680;Ytelser til gjenlevende;0,62;24102018
2016;08 Telemark;0827 Hjartdal;Øvrig;2661;Grunn- og hjelpestønad;0,88;24102018
2016;08 Telemark;0828 Seljord;Arbeidsliv og sykdom;0634;Tiltakspenger;1,01;24102018
2016;08 Telemark;0828 Seljord;Arbeidsliv og sykdom;2541;Dagpenger;4,12;24102018
2016;08 Telemark;0828 Seljord;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,66;24102018
2016;08 Telemark;0828 Seljord;Arbeidsliv og sykdom;2650;Sykepenger;21,05;24102018
2016;08 Telemark;0828 Seljord;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;18,40;24102018
2016;08 Telemark;0828 Seljord;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;61,30;24102018
2016;08 Telemark;0828 Seljord;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,18;24102018
2016;08 Telemark;0828 Seljord;Barn og foreldre;0844;Kontantstøtte;0,52;24102018
2016;08 Telemark;0828 Seljord;Barn og foreldre;0845;Barnetrygd;7,46;24102018
2016;08 Telemark;0828 Seljord;Barn og foreldre;2530;Foreldrepenger;8,57;24102018
2016;08 Telemark;0828 Seljord;Pensjoner;0660;Krigspensjon;0,34;24102018
2016;08 Telemark;0828 Seljord;Pensjoner;2670;Alderspensjon;143,90;24102018
2016;08 Telemark;0828 Seljord;Pensjoner;2680;Ytelser til gjenlevende;1,62;24102018
2016;08 Telemark;0828 Seljord;Øvrig;2661;Grunn- og hjelpestønad;2,35;24102018
2016;08 Telemark;0829 Kviteseid;Arbeidsliv og sykdom;0634;Tiltakspenger;0,45;24102018
2016;08 Telemark;0829 Kviteseid;Arbeidsliv og sykdom;2541;Dagpenger;4,97;24102018
2016;08 Telemark;0829 Kviteseid;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,93;24102018
2016;08 Telemark;0829 Kviteseid;Arbeidsliv og sykdom;2650;Sykepenger;18,58;24102018
2016;08 Telemark;0829 Kviteseid;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;16,75;24102018
2016;08 Telemark;0829 Kviteseid;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;43,81;24102018
2016;08 Telemark;0829 Kviteseid;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,21;24102018
2016;08 Telemark;0829 Kviteseid;Barn og foreldre;0844;Kontantstøtte;0,33;24102018
2016;08 Telemark;0829 Kviteseid;Barn og foreldre;0845;Barnetrygd;5,47;24102018
2016;08 Telemark;0829 Kviteseid;Barn og foreldre;2530;Foreldrepenger;5,81;24102018
2016;08 Telemark;0829 Kviteseid;Pensjoner;0667;Supplerende stønad;0,05;24102018
2016;08 Telemark;0829 Kviteseid;Pensjoner;2670;Alderspensjon;118,26;24102018
2016;08 Telemark;0829 Kviteseid;Pensjoner;2680;Ytelser til gjenlevende;1,48;24102018
2016;08 Telemark;0829 Kviteseid;Øvrig;2661;Grunn- og hjelpestønad;1,93;24102018
2016;08 Telemark;0830 Nissedal;Arbeidsliv og sykdom;0634;Tiltakspenger;0,08;24102018
2016;08 Telemark;0830 Nissedal;Arbeidsliv og sykdom;2541;Dagpenger;3,06;24102018
2016;08 Telemark;0830 Nissedal;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,53;24102018
2016;08 Telemark;0830 Nissedal;Arbeidsliv og sykdom;2650;Sykepenger;9,27;24102018
2016;08 Telemark;0830 Nissedal;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;8,23;24102018
2016;08 Telemark;0830 Nissedal;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;25,82;24102018
2016;08 Telemark;0830 Nissedal;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,07;24102018
2016;08 Telemark;0830 Nissedal;Barn og foreldre;0844;Kontantstøtte;0,33;24102018
2016;08 Telemark;0830 Nissedal;Barn og foreldre;0845;Barnetrygd;3,71;24102018
2016;08 Telemark;0830 Nissedal;Barn og foreldre;2530;Foreldrepenger;5,99;24102018
2016;08 Telemark;0830 Nissedal;Pensjoner;2670;Alderspensjon;63,12;24102018
2016;08 Telemark;0830 Nissedal;Pensjoner;2680;Ytelser til gjenlevende;1,11;24102018
2016;08 Telemark;0830 Nissedal;Øvrig;2661;Grunn- og hjelpestønad;1,06;24102018
2016;08 Telemark;0831 Fyresdal;Arbeidsliv og sykdom;0634;Tiltakspenger;0,30;24102018
2016;08 Telemark;0831 Fyresdal;Arbeidsliv og sykdom;2541;Dagpenger;4,11;24102018
2016;08 Telemark;0831 Fyresdal;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,82;24102018
2016;08 Telemark;0831 Fyresdal;Arbeidsliv og sykdom;2650;Sykepenger;8,71;24102018
2016;08 Telemark;0831 Fyresdal;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;5,06;24102018
2016;08 Telemark;0831 Fyresdal;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;21,22;24102018
2016;08 Telemark;0831 Fyresdal;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,14;24102018
2016;08 Telemark;0831 Fyresdal;Barn og foreldre;0844;Kontantstøtte;0,20;24102018
2016;08 Telemark;0831 Fyresdal;Barn og foreldre;0845;Barnetrygd;3,74;24102018
2016;08 Telemark;0831 Fyresdal;Barn og foreldre;2530;Foreldrepenger;2,05;24102018
2016;08 Telemark;0831 Fyresdal;Pensjoner;0660;Krigspensjon;0,01;24102018
2016;08 Telemark;0831 Fyresdal;Pensjoner;2670;Alderspensjon;54,31;24102018
2016;08 Telemark;0831 Fyresdal;Pensjoner;2680;Ytelser til gjenlevende;1,35;24102018
2016;08 Telemark;0831 Fyresdal;Øvrig;2661;Grunn- og hjelpestønad;1,08;24102018
2016;08 Telemark;0833 Tokke;Arbeidsliv og sykdom;0634;Tiltakspenger;0,10;24102018
2016;08 Telemark;0833 Tokke;Arbeidsliv og sykdom;2541;Dagpenger;7,52;24102018
2016;08 Telemark;0833 Tokke;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,95;24102018
2016;08 Telemark;0833 Tokke;Arbeidsliv og sykdom;2650;Sykepenger;18,24;24102018
2016;08 Telemark;0833 Tokke;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;11,20;24102018
2016;08 Telemark;0833 Tokke;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;37,63;24102018
2016;08 Telemark;0833 Tokke;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,28;24102018
2016;08 Telemark;0833 Tokke;Barn og foreldre;0844;Kontantstøtte;0,50;24102018
2016;08 Telemark;0833 Tokke;Barn og foreldre;0845;Barnetrygd;5,60;24102018
2016;08 Telemark;0833 Tokke;Barn og foreldre;2530;Foreldrepenger;5,29;24102018
2016;08 Telemark;0833 Tokke;Pensjoner;2670;Alderspensjon;103,34;24102018
2016;08 Telemark;0833 Tokke;Pensjoner;2680;Ytelser til gjenlevende;1,26;24102018
2016;08 Telemark;0833 Tokke;Øvrig;2661;Grunn- og hjelpestønad;1,30;24102018
2016;08 Telemark;0834 Vinje;Arbeidsliv og sykdom;0634;Tiltakspenger;0,16;24102018
2016;08 Telemark;0834 Vinje;Arbeidsliv og sykdom;2541;Dagpenger;5,83;24102018
2016;08 Telemark;0834 Vinje;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;1,61;24102018
2016;08 Telemark;0834 Vinje;Arbeidsliv og sykdom;2650;Sykepenger;24,98;24102018
2016;08 Telemark;0834 Vinje;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;14,91;24102018
2016;08 Telemark;0834 Vinje;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;48,65;24102018
2016;08 Telemark;0834 Vinje;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,22;24102018
2016;08 Telemark;0834 Vinje;Barn og foreldre;0844;Kontantstøtte;0,78;24102018
2016;08 Telemark;0834 Vinje;Barn og foreldre;0845;Barnetrygd;9,31;24102018
2016;08 Telemark;0834 Vinje;Barn og foreldre;2530;Foreldrepenger;15,36;24102018
2016;08 Telemark;0834 Vinje;Pensjoner;0667;Supplerende stønad;0,06;24102018
2016;08 Telemark;0834 Vinje;Pensjoner;2670;Alderspensjon;159,93;24102018
2016;08 Telemark;0834 Vinje;Pensjoner;2680;Ytelser til gjenlevende;2,09;24102018
2016;08 Telemark;0834 Vinje;Øvrig;2661;Grunn- og hjelpestønad;2,39;24102018
2016;09 Aust-Agder;0901 Risør;Arbeidsliv og sykdom;0634;Tiltakspenger;1,59;24102018
2016;09 Aust-Agder;0901 Risør;Arbeidsliv og sykdom;2541;Dagpenger;30,47;24102018
2016;09 Aust-Agder;0901 Risør;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;3,78;24102018
2016;09 Aust-Agder;0901 Risør;Arbeidsliv og sykdom;2650;Sykepenger;43,39;24102018
2016;09 Aust-Agder;0901 Risør;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;48,36;24102018
2016;09 Aust-Agder;0901 Risør;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;164,51;24102018
2016;09 Aust-Agder;0901 Risør;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,66;24102018
2016;09 Aust-Agder;0901 Risør;Barn og foreldre;0844;Kontantstøtte;1,46;24102018
2016;09 Aust-Agder;0901 Risør;Barn og foreldre;0845;Barnetrygd;17,55;24102018
2016;09 Aust-Agder;0901 Risør;Barn og foreldre;2530;Foreldrepenger;14,87;24102018
2016;09 Aust-Agder;0901 Risør;Pensjoner;0660;Krigspensjon;2,79;24102018
2016;09 Aust-Agder;0901 Risør;Pensjoner;0667;Supplerende stønad;0,27;24102018
2016;09 Aust-Agder;0901 Risør;Pensjoner;2670;Alderspensjon;339,21;24102018
2016;09 Aust-Agder;0901 Risør;Pensjoner;2680;Ytelser til gjenlevende;4,37;24102018
2016;09 Aust-Agder;0901 Risør;Øvrig;2661;Grunn- og hjelpestønad;5,22;24102018
2016;09 Aust-Agder;0904 Grimstad;Arbeidsliv og sykdom;0634;Tiltakspenger;5,51;24102018
2016;09 Aust-Agder;0904 Grimstad;Arbeidsliv og sykdom;2541;Dagpenger;86,92;24102018
2016;09 Aust-Agder;0904 Grimstad;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;16,59;24102018
2016;09 Aust-Agder;0904 Grimstad;Arbeidsliv og sykdom;2650;Sykepenger;158,88;24102018
2016;09 Aust-Agder;0904 Grimstad;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;182,54;24102018
2016;09 Aust-Agder;0904 Grimstad;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;411,44;24102018
2016;09 Aust-Agder;0904 Grimstad;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;2,28;24102018
2016;09 Aust-Agder;0904 Grimstad;Barn og foreldre;0844;Kontantstøtte;6,32;24102018
2016;09 Aust-Agder;0904 Grimstad;Barn og foreldre;0845;Barnetrygd;68,01;24102018
2016;09 Aust-Agder;0904 Grimstad;Barn og foreldre;2530;Foreldrepenger;73,24;24102018
2016;09 Aust-Agder;0904 Grimstad;Pensjoner;0660;Krigspensjon;1,89;24102018
2016;09 Aust-Agder;0904 Grimstad;Pensjoner;0667;Supplerende stønad;0,65;24102018
2016;09 Aust-Agder;0904 Grimstad;Pensjoner;2670;Alderspensjon;783,96;24102018
2016;09 Aust-Agder;0904 Grimstad;Pensjoner;2680;Ytelser til gjenlevende;10,04;24102018
2016;09 Aust-Agder;0904 Grimstad;Øvrig;2661;Grunn- og hjelpestønad;17,83;24102018
2016;09 Aust-Agder;0906 Arendal;Arbeidsliv og sykdom;0634;Tiltakspenger;19,46;24102018
2016;09 Aust-Agder;0906 Arendal;Arbeidsliv og sykdom;2541;Dagpenger;194,04;24102018
2016;09 Aust-Agder;0906 Arendal;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;41,39;24102018
2016;09 Aust-Agder;0906 Arendal;Arbeidsliv og sykdom;2650;Sykepenger;356,22;24102018
2016;09 Aust-Agder;0906 Arendal;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;383,31;24102018
2016;09 Aust-Agder;0906 Arendal;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;987,72;24102018
2016;09 Aust-Agder;0906 Arendal;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;6,48;24102018
2016;09 Aust-Agder;0906 Arendal;Barn og foreldre;0844;Kontantstøtte;10,93;24102018
2016;09 Aust-Agder;0906 Arendal;Barn og foreldre;0845;Barnetrygd;126,55;24102018
2016;09 Aust-Agder;0906 Arendal;Barn og foreldre;2530;Foreldrepenger;130,95;24102018
2016;09 Aust-Agder;0906 Arendal;Pensjoner;0660;Krigspensjon;4,61;24102018
2016;09 Aust-Agder;0906 Arendal;Pensjoner;0667;Supplerende stønad;3,34;24102018
2016;09 Aust-Agder;0906 Arendal;Pensjoner;2670;Alderspensjon;1783,03;24102018
2016;09 Aust-Agder;0906 Arendal;Pensjoner;2680;Ytelser til gjenlevende;19,40;24102018
2016;09 Aust-Agder;0906 Arendal;Øvrig;2661;Grunn- og hjelpestønad;36,36;24102018
2016;09 Aust-Agder;0911 Gjerstad;Arbeidsliv og sykdom;0634;Tiltakspenger;1,15;24102018
2016;09 Aust-Agder;0911 Gjerstad;Arbeidsliv og sykdom;2541;Dagpenger;11,69;24102018
2016;09 Aust-Agder;0911 Gjerstad;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;1,14;24102018
2016;09 Aust-Agder;0911 Gjerstad;Arbeidsliv og sykdom;2650;Sykepenger;20,59;24102018
2016;09 Aust-Agder;0911 Gjerstad;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;22,04;24102018
2016;09 Aust-Agder;0911 Gjerstad;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;70,33;24102018
2016;09 Aust-Agder;0911 Gjerstad;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,39;24102018
2016;09 Aust-Agder;0911 Gjerstad;Barn og foreldre;0844;Kontantstøtte;0,77;24102018
2016;09 Aust-Agder;0911 Gjerstad;Barn og foreldre;0845;Barnetrygd;6,18;24102018
2016;09 Aust-Agder;0911 Gjerstad;Barn og foreldre;2530;Foreldrepenger;5,46;24102018
2016;09 Aust-Agder;0911 Gjerstad;Pensjoner;0667;Supplerende stønad;0,15;24102018
2016;09 Aust-Agder;0911 Gjerstad;Pensjoner;2670;Alderspensjon;107,58;24102018
2016;09 Aust-Agder;0911 Gjerstad;Pensjoner;2680;Ytelser til gjenlevende;1,88;24102018
2016;09 Aust-Agder;0911 Gjerstad;Øvrig;2661;Grunn- og hjelpestønad;2,46;24102018
2016;09 Aust-Agder;0912 Vegårshei;Arbeidsliv og sykdom;0634;Tiltakspenger;0,37;24102018
2016;09 Aust-Agder;0912 Vegårshei;Arbeidsliv og sykdom;2541;Dagpenger;5,54;24102018
2016;09 Aust-Agder;0912 Vegårshei;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,87;24102018
2016;09 Aust-Agder;0912 Vegårshei;Arbeidsliv og sykdom;2650;Sykepenger;17,95;24102018
2016;09 Aust-Agder;0912 Vegårshei;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;16,29;24102018
2016;09 Aust-Agder;0912 Vegårshei;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;38,11;24102018
2016;09 Aust-Agder;0912 Vegårshei;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,29;24102018
2016;09 Aust-Agder;0912 Vegårshei;Barn og foreldre;0844;Kontantstøtte;0,53;24102018
2016;09 Aust-Agder;0912 Vegårshei;Barn og foreldre;0845;Barnetrygd;6,35;24102018
2016;09 Aust-Agder;0912 Vegårshei;Barn og foreldre;2530;Foreldrepenger;6,41;24102018
2016;09 Aust-Agder;0912 Vegårshei;Pensjoner;0667;Supplerende stønad;0,42;24102018
2016;09 Aust-Agder;0912 Vegårshei;Pensjoner;2670;Alderspensjon;72,01;24102018
2016;09 Aust-Agder;0912 Vegårshei;Pensjoner;2680;Ytelser til gjenlevende;0,73;24102018
2016;09 Aust-Agder;0912 Vegårshei;Øvrig;2661;Grunn- og hjelpestønad;1,77;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Arbeidsliv og sykdom;0634;Tiltakspenger;2,65;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Arbeidsliv og sykdom;2541;Dagpenger;24,67;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;3,57;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Arbeidsliv og sykdom;2650;Sykepenger;43,11;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;53,21;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;141,37;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,92;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Barn og foreldre;0844;Kontantstøtte;1,39;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Barn og foreldre;0845;Barnetrygd;16,19;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Barn og foreldre;2530;Foreldrepenger;13,89;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Pensjoner;0660;Krigspensjon;1,06;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Pensjoner;0667;Supplerende stønad;0,75;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Pensjoner;2670;Alderspensjon;274,61;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Pensjoner;2680;Ytelser til gjenlevende;3,86;24102018
2016;09 Aust-Agder;0914 Tvedestrand;Øvrig;2661;Grunn- og hjelpestønad;5,26;24102018
2016;09 Aust-Agder;0919 Froland;Arbeidsliv og sykdom;0634;Tiltakspenger;1,94;24102018
2016;09 Aust-Agder;0919 Froland;Arbeidsliv og sykdom;2541;Dagpenger;24,72;24102018
2016;09 Aust-Agder;0919 Froland;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;5,80;24102018
2016;09 Aust-Agder;0919 Froland;Arbeidsliv og sykdom;2650;Sykepenger;51,82;24102018
2016;09 Aust-Agder;0919 Froland;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;50,89;24102018
2016;09 Aust-Agder;0919 Froland;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;128,07;24102018
2016;09 Aust-Agder;0919 Froland;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,70;24102018
2016;09 Aust-Agder;0919 Froland;Barn og foreldre;0844;Kontantstøtte;2,04;24102018
2016;09 Aust-Agder;0919 Froland;Barn og foreldre;0845;Barnetrygd;18,20;24102018
2016;09 Aust-Agder;0919 Froland;Barn og foreldre;2530;Foreldrepenger;19,47;24102018
2016;09 Aust-Agder;0919 Froland;Pensjoner;0660;Krigspensjon;0,09;24102018
2016;09 Aust-Agder;0919 Froland;Pensjoner;2670;Alderspensjon;178,30;24102018
2016;09 Aust-Agder;0919 Froland;Pensjoner;2680;Ytelser til gjenlevende;3,69;24102018
2016;09 Aust-Agder;0919 Froland;Øvrig;2661;Grunn- og hjelpestønad;4,70;24102018
2016;09 Aust-Agder;0926 Lillesand;Arbeidsliv og sykdom;0634;Tiltakspenger;2,80;24102018
2016;09 Aust-Agder;0926 Lillesand;Arbeidsliv og sykdom;2541;Dagpenger;29,70;24102018
2016;09 Aust-Agder;0926 Lillesand;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;5,57;24102018
2016;09 Aust-Agder;0926 Lillesand;Arbeidsliv og sykdom;2650;Sykepenger;72,07;24102018
2016;09 Aust-Agder;0926 Lillesand;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;87,10;24102018
2016;09 Aust-Agder;0926 Lillesand;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;189,15;24102018
2016;09 Aust-Agder;0926 Lillesand;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;1,50;24102018
2016;09 Aust-Agder;0926 Lillesand;Barn og foreldre;0844;Kontantstøtte;3,82;24102018
2016;09 Aust-Agder;0926 Lillesand;Barn og foreldre;0845;Barnetrygd;31,90;24102018
2016;09 Aust-Agder;0926 Lillesand;Barn og foreldre;2530;Foreldrepenger;37,96;24102018
2016;09 Aust-Agder;0926 Lillesand;Pensjoner;0660;Krigspensjon;0,98;24102018
2016;09 Aust-Agder;0926 Lillesand;Pensjoner;0667;Supplerende stønad;0,11;24102018
2016;09 Aust-Agder;0926 Lillesand;Pensjoner;2670;Alderspensjon;423,44;24102018
2016;09 Aust-Agder;0926 Lillesand;Pensjoner;2680;Ytelser til gjenlevende;5,84;24102018
2016;09 Aust-Agder;0926 Lillesand;Øvrig;2661;Grunn- og hjelpestønad;8,46;24102018
2016;09 Aust-Agder;0928 Birkenes;Arbeidsliv og sykdom;0634;Tiltakspenger;1,05;24102018
2016;09 Aust-Agder;0928 Birkenes;Arbeidsliv og sykdom;2541;Dagpenger;19,50;24102018
2016;09 Aust-Agder;0928 Birkenes;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;4,40;24102018
2016;09 Aust-Agder;0928 Birkenes;Arbeidsliv og sykdom;2650;Sykepenger;36,19;24102018
2016;09 Aust-Agder;0928 Birkenes;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;28,81;24102018
